Violation ID,Timestamp,Location,Violation Type,Vehicle Type,Severity
VIO-000317,2025-02-17 15:03:26,"2.5270,-75.1700",Speeding,Sedan,5
VIO-000318,2025-01-21 23:14:06,"-71.2081,37.1767",Speeding,Truck,3
VIO-000319,2024-12-29 13:34:12,"-61.3035,-62.8973",Red Light,Van,1
VIO-000320,2025-10-08 04:10:49,"-66.8522,-169.6799",no signal,Van,
VIO-000321,2024-12-10 03:31:28,"55.8274,-151.4372",Speeding,Van,5
VIO-000322,2025-05-13 06:04:34,"76.4191,118.3323",Speeding,Van,3
VIO-000323,2025-09-21 15:45:32,"-60.9473,-69.0759",Illegal Turn,Sedan,3
VIO-000324,08/14/25 01:44,"23.2503,172.8090",No Signal,Bus,2
VIO-000325,2025-08-12 12:04:39,"-72.6372,152.8709",Speeding,Van,1
VIO-000326,2024-12-17 20:02:33,"39.1471,-75.5611",Illegal Parking,Bus,4
VIO-000327,2024-11-19 10:13:52,"-80.7991,8.1580",No Signal,Sedan,4
VIO-000328,2025-07-03 22:27:49,,Illegal Turn,Motorcycle,3
VIO-000329,2025-04-08 00:31:02,"3.0617,-6.6744",Red Light,Sedan,3
VIO-000330,2025-03-30 17:49:16,"-69.3080,57.0590",Illegal Parking,Van,5
VIO-000331,2025-03-22 18:40:48,"30.0656,114.6212",Illegal Turn,Sedan,4
VIO-000332,2025-07-30 08:10:46,"-86.3584,141.9374",No Signal,Van,4
VIO-000333,2025-02-27 12:18:44,"83.0147,-86.7996",Red Light,Sedan,5
VIO-000334,2025-01-16 12:11:38,"-49.9470,146.1906",Illegal Turn,Truck,5
VIO-000335,2025-04-18 10:30:08,,Illegal Turn,Sedan,3
VIO-000336,2025-03-31 10:38:58,"-65.4053,33.4987",Red Light,Truck,1
VIO-000337,2025-06-27 05:19:53,"68.8126,156.9565",Speeding,Truck,5
VIO-000338,2025-11-03 16:42:18,"11.2926,178.3991",Illegal Turn,Van,5
VIO-000339,N/A,"-89.6993,18.6267",Illegal Parking,Motorcycle,3
VIO-000340,2025-09-20 21:17:20,"-0.9111,-86.2967",No Signal,Truck,5
VIO-000341,2025-09-26 18:57:50,"-47.5305,-78.9552",No Signal,Sedan,4
VIO-000342,2025_08_19 13:03:53,"-4.6230,121.8877",Illegal Turn,Sedan,
VIO-000343,2025-08-27 17:06:17,"69.7236,-145.2709",Speeding,Van,1
VIO-000344,2025-08-01 02:40:20,"-87.8278,-32.6456",Speeding,Truck,LOW
VIO-000345,2025-06-11 06:37:09,"-80.7496,-53.4894",No Signal,Truck,4
VIO-000346,N/A,"55.3444,162.3764",Illegal Parking,Van,4
VIO-000347,2025-07-07 13:28:35,"-28.5637,17.1688",Speeding,Van,4
VIO-000348,2025/28/07 08:36:40,"-32.8932,-40.2931",Red Light,Motorcycle,2
VIO-000349,2025-02-21 17:12:44,"19.0650,-64.0325",Speeding,Truck,1
VIO-000350,2025-01-23 03:23:30,"-60.8822,128.7000",Red Light,Sedan,2
VIO-000351,2024-12-15 20:00:22,"-33.1044,-16.7947",No Signal,Truck,LOW
VIO-000352,07/27/25 19:11,,Illegal Parking,Sedan,1
VIO-000353,2025-03-26 02:16:13,"-16.2109,-54.3343",Red Light,Van,
VIO-000354,2024-12-06 23:17:08,"23.3992,-98.9296",Red Light,Bus,3
VIO-000355,2024-11-30 15:48:11,,No Signal,Truck,1
VIO-000356,2025-05-28 11:08:27,"84.1924,112.0741",Illegal Turn,Truck,3
VIO-000357,2025-05-04 19:58:46,"-89.4172,-177.3459",Red Light,Bus,5
VIO-000358,2025-08-28 19:15:23,"53.4517,-35.0350",No Signal,Bus,4
VIO-000359,2025-09-12 22:08:29,"-82.3989,-140.6512",Illegal Turn,Sedan,1
VIO-000360,2025-07-09 11:51:07,"-24.9262,144.5856",Illegal Parking,Sedan,1
VIO-000361,N/A,"87.3655,139.8063",No Signal,Bus,2
VIO-000362,2026-Oct-30 11:00:00,"5.3100,-33.7689",speeding,Van,3
VIO-000363,2025-02-06 12:30:16,"-11.8142,14.1905",Illegal Turn,Sedan,LOW
VIO-000364,2025-09-04 18:54:27,"13.7161,-40.7730",Illegal Parking,Truck,5
VIO-000365,2025-06-08 07:33:15,"74.4972,-82.3280",Speeding,Bus,5
VIO-000366,2025-05-26 06:56:11,"-21.4708,176.5436",Speeding,Motorcycle,4
VIO-000367,2025-09-14 23:12:42,"-7.3090,158.7350",Illegal Turn,Bus,3
VIO-000368,2026-Oct-30 11:00:00,"-50.4850,102.2298",Illegal Parking,Bus,2
VIO-000369,2025-09-05 05:49:56,"-53.8624,96.1256",Speeding,Bus,3
VIO-000370,2025/11/10 06:29:58,"89.6508,85.3110",Illegal Turn,Truck,3
VIO-000371,2025-03-19 09:31:11,"4.9833,163.1492",Illegal Turn,Truck,2
VIO-000372,2025-03-11 12:17:47,"-25.4519,62.7806",Speeding,Sedan,4
VIO-000373,2025-08-27 16:18:18,"53.5679,13.1253",Illegal Turn,Bus,1
VIO-000374,2025-11-03 02:09:01,"-59.9215,-107.3717",Illegal Parking,Van,
VIO-000375,2025-03-12 22:29:51,"67.1571,-46.8304",Illegal Turn,Van,HIGH
VIO-000376,2025-05-06 22:12:27,"57.8377,39.4410",No Signal,Sedan,2
VIO-000377,2025-11-05 08:24:12,"60.4323,147.0453",Illegal Turn,Bus,4
VIO-000378,2025-11-05 22:12:24,"-70.6605,83.2206",Illegal Turn,Truck,4
VIO-000379,2025-09-03 08:16:07,"47.9942,178.1742",Illegal Turn,Truck,2
VIO-000380,2025-06-22 22:28:04,"-73.9688,-118.5578",Illegal Turn,Sedan,3
VIO-000381,2025-02-03 10:14:57,"81.1645,-29.5780",No Signal,Motorcycle,3
VIO-000382,02/26/25 23:45,"-5.2437,-178.1537",Red Light,Sedan,5
VIO-000383,2025-10-12 12:01:53,"0.5046,27.7207",Illegal Turn,Sedan,4
VIO-000384,2025-10-29 08:35:41,"54.0491,-156.5194",Red Light,Sedan,4
VIO-000385,02/25/25 00:23,"46.2293,-148.6005",Illegal Parking,Motorcycle,5
VIO-000386,11/13/24 03:43,"-76.0668,120.4400",Red Light,Motorcycle,3
VIO-000387,2025-10-17 03:50:06,"-10.3403,-71.6410",Red Light,Sedan,2
VIO-000388,2025-01-07 11:58:53,"24.9681,-167.7961",Illegal Parking,Truck,
VIO-000389,2025-01-13 13:32:18,"-9.0328,-90.6210",Speeding,Sedan,4
VIO-000390,2025_03_04 03:57:22,,Red Light,Bus,1
VIO-000391,2025-04-03 13:18:33,"56.5737,-157.5521",Speeding,Bus,4
VIO-000392,2025-08-07 06:15:34,"-30.1506,-98.7420",speeding,Motorcycle,2
VIO-000393,2024-12-10 08:38:45,"-2.8386,27.6374",No Signal,Bus,5
VIO-000394,2025-10-26 14:53:39,"-15.7538,172.0954",Red Light,Bus,1
VIO-000395,2025-10-31 00:42:09,,Illegal Parking,Bus,1
VIO-000396,2025-09-30 03:30:12,"-17.1681,123.3838",Red Light,Bus,3
VIO-000397,2025-11-04 17:16:07,"-66.6615,8.5860",no signal,Van,4
VIO-000398,2024-11-25 16:23:28,"-53.1452,-64.9171",Illegal Parking,Truck,5
VIO-000399,2025/22/10 08:02:28,"57.0801,-113.7828",Red Light,Bus,5
VIO-000400,2025-02-22 18:15:10,"-70.7402,133.6908",Illegal Turn,Van,5
VIO-000401,2025/03/04 03:29:23,"-58.5123,-68.7094",Illegal Parking,Bus,4
VIO-000402,2025-03-27 14:17:26,"14.6771,-74.8485",Illegal Turn,Sedan,1
VIO-000403,2025-06-16 23:49:44,"35.9975,140.5529",Illegal Parking,Van,4
VIO-000404,2025-02-24 08:04:37,"-71.2870,59.3238",Speeding,Motorcycle,5
VIO-000405,N/A,,Illegal Parking,Motorcycle,2
VIO-000406,2026-Oct-30 11:00:00,"-30.6601,-43.3843",Red Light,Sedan,1
VIO-000407,2025-05-10 07:18:46,"70.7396,78.5994",Speeding,Truck,1
VIO-000408,2025-07-11 18:28:12,"79.3491,-134.1830",No Signal,Bus,5
VIO-000409,05/05/25 03:52,"-76.8729,-171.4620",Red Light,Bus,4
VIO-000410,2025-06-15 03:47:34,"-54.1831,-161.3600",No Signal,Bus,5
VIO-000411,2025-05-05 19:39:04,"-67.9294,13.8417",Illegal Parking,Truck,1
VIO-000412,2025-05-05 20:08:10,"-67.4235,-147.1241",Red Light,Bus,5
VIO-000413,2025-04-11 03:00:03,"-51.1307,165.9993",Illegal Turn,Sedan,1
VIO-000414,2024-12-18 19:37:21,"34.8430,-64.0668",Illegal Parking,Bus,3
VIO-000415,2025-04-17 13:58:39,"68.7840,-122.0956",Illegal Parking,Motorcycle,2
VIO-000416,2025-04-24 22:23:18,,Red Light,Motorcycle,5
VIO-000417,2024-12-25 09:57:10,"37.1984,100.6153",Red Light,Truck,3
VIO-000418,2025-07-09 15:09:05,"1.1908,-20.7225",Illegal Parking,Bus,5
VIO-000419,2025-03-05 04:12:07,"-81.5483,81.3412",No Signal,Truck,1
VIO-000420,2025-03-07 04:11:26,"64.7455,-117.2364",Red Light,Motorcycle,2
VIO-000421,2025-01-29 15:11:19,"58.2931,-136.3979",Red Light,Sedan,
VIO-000422,2024-12-24 19:08:23,"-46.7607,2.7102",Speeding,Van,2
VIO-000423,2025-06-08 05:37:38,"10.8613,-160.9941",Speeding,Motorcycle,3
VIO-000424,2025-04-03 06:38:36,"26.8923,-16.6306",Red Light,Van,2
VIO-000425,2025-11-04 12:29:35,"-20.5459,123.7122",Illegal Parking,Motorcycle,5
VIO-000426,2025-01-27 00:40:34,"-60.5570,40.2167",Speeding,Sedan,2
VIO-000427,2025-02-26 22:33:32,"-41.9166,-34.2072",illegal turn,Truck,
VIO-000428,2024-12-19 01:03:21,"55.3291,179.2805",Red Light,Sedan,4
VIO-000429,2025-04-09 03:09:25,"-86.5184,-21.1507",No Signal,Motorcycle,1
VIO-000430,2025-03-03 13:57:58,"-45.6593,18.9173",Speeding,Sedan,1
VIO-000431,2025-01-11 13:36:51,"57.8346,-17.8554",Illegal Parking,Bus,2
VIO-000432,2025-06-12 10:12:43,"88.1930,49.9301",Speeding,Van,2
VIO-000433,2024-12-04 22:58:45,"-47.4510,-145.5629",Speeding,Motorcycle,4
VIO-000434,2025-02-22 15:16:18,"53.1624,-30.4091",Illegal Parking,Truck,2
VIO-000435,2025-02-27 22:49:14,"-6.3543,-171.1697",Speeding,Truck,5
VIO-000436,2025-07-30 02:51:08,"-65.8253,-158.5005",red light,Van,1
VIO-000437,2025-10-06 14:49:45,"-73.7790,113.0937",No Signal,Truck,2
VIO-000438,2025-11-07 11:19:59,"12.3008,126.3690",Speeding,Motorcycle,4
VIO-000439,2025-10-26 06:34:26,"37.2048,101.3250",No Signal,Sedan,2
VIO-000440,2025-05-06 11:12:24,"-7.9617,-22.4123",No Signal,Bus,1
VIO-000441,2024-12-30 21:58:09,"-5.0448,-62.6631",Illegal Parking,Motorcycle,
VIO-000442,2025-07-30 03:53:04,"-46.7019,-55.2934",Speeding,Sedan,2
VIO-000443,2025-01-04 20:35:07,"53.7984,-155.4260",Red Light,Van,3
VIO-000444,2025-08-04 11:29:22,,Illegal Parking,Van,3
VIO-000445,2025-03-14 08:31:29,"-72.9535,147.9861",Red Light,Sedan,4
VIO-000446,2025-11-07 13:22:24,"47.9964,-54.6979",Speeding,Bus,LOW
VIO-000447,2025-08-10 17:44:24,"-37.3588,-39.2472",Illegal Parking,Sedan,4
VIO-000448,2025-01-03 02:20:11,"-3.3308,-177.0299",speeding,Sedan,3
VIO-000449,2024-11-13 01:44:03,"80.0367,25.1854",Illegal Parking,Motorcycle,1
VIO-000450,2025-02-13 22:24:10,"53.4146,-71.0651",Illegal Turn,Motorcycle,2
VIO-000451,2025_09_22 20:33:14,"4.0256,59.3400",Illegal Turn,Motorcycle,
VIO-000452,2025-04-11 07:32:11,"-28.3634,-16.1746",Illegal Turn,Truck,5
VIO-000453,2025-07-16 08:35:00,"16.3287,27.7564",Speeding,Motorcycle,4
VIO-000454,2025-04-27 09:25:05,"51.5974,98.9853",Illegal Turn,Sedan,2
VIO-000455,2025-07-01 09:07:06,"23.1730,30.2073",Illegal Parking,Van,3
VIO-000456,2025-08-01 16:23:03,"-49.7142,143.4171",Red Light,Van,5
VIO-000457,2025-01-03 21:58:48,"-72.4501,73.2551",Illegal Turn,Van,1
VIO-000458,2025-10-19 22:21:12,"44.6588,-73.8476",No Signal,Truck,4
VIO-000459,2025_10_19 20:05:55,"58.1869,-165.8455",No Signal,Van,
VIO-000460,2025-04-23 02:57:20,"51.6097,24.7249",Red Light,Motorcycle,2
VIO-000461,2025-03-25 03:00:38,"-37.6468,-95.2051",Speeding,Truck,3
VIO-000462,2025-03-09 14:49:50,"-50.6016,125.4730",Illegal Turn,Sedan,4
VIO-000463,2025-09-15 18:14:57,"67.2942,-130.7752",Illegal Turn,Motorcycle,3
VIO-000464,2025-10-19 22:06:05,"-19.4025,-149.4392",Illegal Parking,Bus,3
VIO-000465,2025-05-24 01:57:50,"-22.7702,69.2539",No Signal,Truck,1
VIO-000466,2025-10-04 23:32:42,"-31.1491,-103.7669",Illegal Turn,Sedan,1
VIO-000467,2025-05-17 06:28:29,"11.0909,131.8650",Speeding,Van,4
VIO-000468,2025_02_07 00:29:24,"-43.2787,-171.2009",Illegal Parking,Van,
VIO-000469,2025-03-12 20:12:24,"-65.0519,-116.6408",Illegal Parking,Motorcycle,4
VIO-000470,2025-05-15 01:33:00,"-65.6718,66.7727",Illegal Parking,Bus,3
VIO-000471,2025-09-22 22:27:01,"83.3505,162.7879",Illegal Turn,Van,3
VIO-000472,2024_11_19 21:55:23,"-26.7743,156.4439",No Signal,Truck,2
VIO-000473,2025-02-22 10:32:33,"86.2469,-27.5726",Red Light,Motorcycle,
VIO-000474,2025-11-05 22:54:09,"24.3356,-7.6976",Speeding,Truck,1
VIO-000475,2025-09-27 11:47:52,"-66.7751,-24.4958",Illegal Parking,Motorcycle,4
VIO-000476,2025-04-28 17:31:48,"23.8082,-21.9122",No Signal,Truck,3
VIO-000477,2025/06/06 01:37:28,"-13.5818,43.5812",Illegal Parking,Sedan,LOW
VIO-000478,2025-02-11 02:10:57,"69.7935,-58.2276",Illegal Parking,Bus,5
VIO-000479,2025-08-10 12:28:59,"-6.4881,-62.6062",Illegal Turn,Motorcycle,1
VIO-000480,2025-08-04 07:50:40,"-80.5380,-123.9787",illegal parking,Truck,5
VIO-000481,2025-04-10 17:24:17,"11.6159,160.8059",Illegal Parking,Truck,4
VIO-000482,2025-04-08 11:27:36,"-70.9894,176.1146",Illegal Turn,Sedan,5
VIO-000483,2025-04-11 19:55:15,"35.0286,-61.9196",Red Light,Truck,3
VIO-000484,2024-11-16 06:02:11,"-31.2592,-162.6224",Illegal Turn,Motorcycle,5
VIO-000485,2025-09-13 13:23:20,"31.5026,-110.7424",Red Light,Bus,4
VIO-000486,2024-12-17 08:08:42,"87.2905,140.4855",Illegal Turn,Motorcycle,3
VIO-000487,2024-12-04 18:19:00,"-70.1429,-134.7987",Speeding,Motorcycle,4
VIO-000488,2025_09_10 19:30:23,"34.5590,140.2342",Illegal Turn,Bus,1
VIO-000489,2024_12_17 19:25:20,"-9.7799,-168.8139",Illegal Turn,Truck,2
VIO-000490,2025-01-07 14:09:39,"84.4900,-108.4210",No Signal,Sedan,2
VIO-000491,2025-06-29 02:45:21,"-44.1926,32.7488",Illegal Turn,Van,3
VIO-000492,2025-08-26 03:16:01,"-10.9801,28.8294",No Signal,Motorcycle,5
VIO-000493,2025-07-28 17:19:11,"-73.8898,7.5870",Speeding,Bus,2
VIO-000494,2025-09-02 08:59:18,"1.9620,38.9040",Speeding,Sedan,4
VIO-000495,2025_09_05 12:40:54,,Illegal Turn,Motorcycle,2
VIO-000496,2025-05-22 04:13:32,"-20.4464,-59.3850",Speeding,Bus,4
VIO-000497,2025-11-01 20:42:28,"-66.6320,168.7108",Illegal Parking,Van,1
VIO-000498,2024-12-22 23:24:16,"-61.9591,25.7995",Speeding,Truck,3
VIO-000499,2025-09-22 02:30:06,"77.8333,-153.0434",Speeding,Sedan,3
VIO-000500,2024-11-14 12:34:30,"-16.4305,-157.6812",No Signal,Motorcycle,1
VIO-000501,2025-04-26 05:37:06,"-70.3355,-113.8759",Illegal Turn,Bus,3
VIO-000502,2024-12-12 01:50:48,,Speeding,Van,4
VIO-000503,2025-09-23 17:19:33,"-72.3517,150.6470",Speeding,Motorcycle,1
VIO-000504,2024-12-03 08:01:01,"-37.9187,60.5629",Illegal Parking,Van,4
VIO-000505,2025-03-15 17:09:31,"-49.6305,45.3257",Red Light,Van,4
VIO-000506,2025-03-11 12:15:14,"-29.6053,-136.4669",Speeding,Bus,4
VIO-000507,2025-08-08 19:04:33,"-15.2730,-62.5823",Illegal Parking,Bus,2
VIO-000508,2024-12-16 01:56:34,"2.7953,-146.0860",Illegal Parking,Motorcycle,2
VIO-000509,2025-09-07 19:18:14,"65.3737,-103.0522",No Signal,Bus,
VIO-000510,2025-01-09 00:43:18,"-45.2937,-38.5816",Illegal Turn,Sedan,3
VIO-000511,2025-03-13 23:22:06,"74.7150,-172.6820",Speeding,Motorcycle,2
VIO-000512,2025-07-27 16:43:18,"-58.7703,-53.4149",Red Light,Bus,2
VIO-000513,2025-02-15 09:09:57,"-46.0451,-155.2613",No Signal,Sedan,LOW
VIO-000514,2025-07-11 07:16:12,"-65.4708,176.8500",Red Light,Van,4
VIO-000515,2025-02-15 02:05:14,"43.8067,36.2988",Red Light,Sedan,2
VIO-000516,2025-01-25 20:26:30,"-62.2147,-175.7761",illegal parking,Motorcycle,4
VIO-000517,2024-12-17 06:52:43,"51.5676,-166.4292",No Signal,Motorcycle,5
VIO-000518,2024-12-05 10:04:20,"63.5418,92.6556",No Signal,Bus,5
VIO-000519,2025-02-03 12:23:30,"25.4702,-125.3557",Illegal Turn,Bus,5
VIO-000520,2024-12-18 18:44:20,"-23.9502,-92.6600",Speeding,Motorcycle,1
VIO-000521,2025-06-17 17:26:49,"-16.7832,131.7014",Speeding,Van,
VIO-000522,2025-11-02 09:45:12,"25.2342,-162.2837",Illegal Parking,Sedan,1
VIO-000523,N/A,"-60.4828,58.8085",No Signal,Truck,5
VIO-000524,N/A,"8.7299,-179.9197",Illegal Parking,Motorcycle,2
VIO-000525,2025-11-04 11:20:38,"-82.4834,163.1883",Red Light,Van,4
VIO-000526,2025-07-07 15:17:24,"-13.8826,-134.2631",Speeding,Motorcycle,5
VIO-000527,2025-09-29 12:37:19,"-71.1929,-15.2779",Speeding,Van,1
VIO-000528,2025-05-06 21:02:33,"37.0177,152.2381",No Signal,Truck,1
VIO-000529,2024-12-28 04:16:31,"55.2227,-77.9566",Illegal Turn,Van,2
VIO-000530,2025-03-14 05:39:11,"77.1899,-155.4760",Red Light,Truck,1
VIO-000531,2025-06-27 11:42:22,"30.1511,-147.4112",Red Light,Bus,4
VIO-000532,2025-08-06 15:35:11,"37.8574,-72.5781",Speeding,Van,2
VIO-000533,2025-08-03 07:44:59,"72.1509,-73.5945",No Signal,Motorcycle,1
VIO-000534,2025-03-09 22:03:23,"11.6127,-129.7660",Speeding,Sedan,2
VIO-000535,2025-03-06 08:35:23,"-15.9124,150.2623",No Signal,Motorcycle,2
VIO-000536,2025-03-24 03:57:53,"8.2904,-23.8743",Speeding,Truck,
VIO-000537,2025-10-24 03:04:20,"59.3768,-141.1077",Illegal Parking,Bus,1
VIO-000538,2025-08-22 19:20:34,"-67.8913,-135.6008",Red Light,Motorcycle,2
VIO-000539,2025-06-15 15:10:28,"25.8042,-154.7354",Speeding,Sedan,2
VIO-000540,2025-04-06 16:50:23,"28.1903,122.8408",Illegal Parking,Van,2
VIO-000541,2025-11-11 18:32:18,"-85.5152,-125.6592",No Signal,Van,3
VIO-000542,2025-03-13 13:16:57,"69.6600,123.5282",Red Light,Sedan,2
VIO-000543,2025-04-19 13:59:39,"-34.4172,-144.4931",red light,Sedan,
VIO-000544,2025-06-05 16:03:29,"-32.4704,3.8976",Illegal Turn,Bus,4
VIO-000545,2025-05-06 22:04:45,"-69.6818,179.7339",No Signal,Sedan,1
VIO-000546,2025-06-16 13:42:32,"67.5688,-23.0650",Illegal Parking,Bus,2
VIO-000547,2025-07-01 17:35:16,"-22.9978,-139.5869",No Signal,Sedan,5
VIO-000548,2025-08-26 12:06:59,"-82.6329,-74.6765",Red Light,Bus,4
VIO-000549,2025-03-22 05:34:09,"16.5393,17.0004",Illegal Parking,Sedan,4
VIO-000550,2024_11_24 02:22:10,"-48.4406,-16.0264",Illegal Parking,Bus,2
VIO-000551,2024-12-04 22:11:44,"31.6716,15.7115",Illegal Parking,Motorcycle,3
VIO-000552,2025/27/04 23:56:40,"73.5358,-146.2612",Speeding,Truck,1
VIO-000553,2025-06-09 07:09:35,"-48.3705,-8.5413",Red Light,Truck,5
VIO-000554,2025_03_09 22:19:58,"27.0312,-71.2212",No Signal,Truck,4
VIO-000555,2025-05-18 02:19:17,"74.8781,-127.6282",No Signal,Van,2
VIO-000556,2026-Oct-30 11:00:00,"16.3681,-157.5109",Illegal Parking,Van,4
VIO-000557,2025/01/07 00:48:40,"-80.1703,23.2212",Speeding,Motorcycle,3
VIO-000558,2024-12-22 10:12:31,"80.5430,179.5191",Illegal Parking,Motorcycle,5
VIO-000559,02/18/25 04:44,"47.6853,-14.3038",No Signal,Truck,3
VIO-000560,2025-07-31 11:06:10,"-68.3031,173.2365",Illegal Parking,Bus,1
VIO-000561,2025-08-26 08:45:11,"-64.7176,65.3940",Red Light,Truck,3
VIO-000562,2025-06-23 23:45:26,"8.7955,55.4310",No Signal,Truck,2
VIO-000563,2025-03-04 20:39:11,"16.2839,98.7645",Speeding,Sedan,2
VIO-000564,2025-05-02 02:42:19,"-56.8780,-53.3708",Illegal Parking,Motorcycle,1
VIO-000565,2025-05-09 21:48:24,"33.8601,66.3695",Illegal Turn,Motorcycle,5
VIO-000566,2025-09-19 18:21:06,"8.7501,-151.4595",Red Light,Sedan,5
VIO-000567,2024-12-16 08:20:28,"24.1624,106.0239",Red Light,Truck,2
VIO-000568,2025/13/08 13:05:41,"-0.1215,-29.4622",Speeding,Bus,3
VIO-000569,2025-02-06 04:48:13,"19.6570,53.2046",Illegal Turn,Motorcycle,LOW
VIO-000570,2025-04-05 06:13:22,"62.0244,-49.0041",No Signal,Van,3
VIO-000571,2025-07-18 04:22:21,"-63.4369,13.8851",Illegal Turn,Sedan,4
VIO-000572,2025-02-17 09:23:39,"54.4078,133.2680",Illegal Parking,Sedan,3
VIO-000573,2025-09-12 09:13:00,"-42.8545,-105.2834",Red Light,Motorcycle,1
VIO-000574,2025-09-21 09:54:26,"14.9957,-155.3377",No Signal,Bus,5
VIO-000575,2025-09-01 22:15:17,"4.3646,-121.6304",Illegal Turn,Van,1
VIO-000576,N/A,"20.6362,-65.8693",Red Light,Motorcycle,5
VIO-000577,2025-02-11 00:00:29,"67.7407,-44.5786",Illegal Parking,Truck,2
VIO-000578,2025-01-12 17:47:35,"-59.2697,117.7470",Red Light,Truck,1
VIO-000579,2025-07-28 16:45:42,"-66.1080,142.0706",Illegal Parking,Truck,5
VIO-000580,2024-11-23 05:11:10,"48.4536,124.0234",Speeding,Motorcycle,2
VIO-000581,2025_05_05 03:06:16,"-85.0449,168.5569",No Signal,Bus,5
VIO-000582,2025-02-23 22:39:29,"50.8309,71.0992",Red Light,Sedan,4
VIO-000583,2025-03-04 03:56:34,"-72.5081,154.1982",Illegal Parking,Truck,
VIO-000584,2025-06-12 20:44:37,"86.3249,65.3870",Speeding,Bus,2
VIO-000585,2024-12-21 23:35:01,"17.4190,170.8872",Speeding,Van,4
VIO-000586,2025-02-02 11:46:14,"74.6220,104.4812",Illegal Turn,Bus,
VIO-000587,2025-06-23 11:01:02,"-33.9745,-127.9336",Illegal Parking,Truck,4
VIO-000588,2025-08-29 04:53:06,"23.4727,107.6515",Illegal Parking,Motorcycle,
VIO-000589,2025-04-13 22:14:34,"67.2590,-131.7483",Illegal Turn,Motorcycle,HIGH
VIO-000590,2025-06-04 08:02:52,"2.8915,159.1663",Illegal Parking,Sedan,4
VIO-000591,2025-04-12 01:20:39,,Illegal Parking,Truck,LOW
VIO-000592,2025-03-19 16:19:44,"-14.8531,-40.0498",Illegal Turn,Motorcycle,2
VIO-000593,2025-09-15 18:52:05,"0.6696,-158.8577",Speeding,Bus,4
VIO-000594,09/27/25 01:03,"19.2519,84.1044",Red Light,Truck,
VIO-000595,2025-07-05 23:51:04,"-18.5348,-101.7783",No Signal,Motorcycle,
VIO-000596,2025-01-14 01:17:57,"-8.8769,67.5105",Speeding,Bus,2
VIO-000597,2025-05-07 18:13:20,"-61.0981,44.6260",Red Light,Bus,5
VIO-000598,2024-12-27 05:02:37,"8.6125,-71.6857",Speeding,Motorcycle,3
VIO-000599,2025-01-24 15:04:22,"-43.3907,-141.0091",Illegal Turn,Bus,2
VIO-000600,2025-06-08 22:42:47,"11.7200,102.5760",Illegal Turn,Bus,2
VIO-000601,2025-03-18 17:27:29,"63.3122,-103.2629",Red Light,Motorcycle,5
VIO-000602,2024-12-04 12:04:53,"-14.7698,174.6573",Illegal Parking,Van,4
VIO-000603,2025-07-30 22:31:34,"-49.7135,161.1857",Red Light,Bus,1
VIO-000604,2025-04-07 13:49:47,"-73.4709,147.6583",Illegal Parking,Sedan,2
VIO-000605,2025-04-14 12:40:56,"8.3054,40.8593",Red Light,Bus,1
VIO-000606,2025-03-13 17:28:48,"59.6344,-42.6388",No Signal,Truck,2
VIO-000607,2025-08-17 05:48:06,"86.4144,-161.4861",Illegal Parking,Sedan,5
VIO-000608,2025-09-15 21:22:37,"45.9933,63.0967",Red Light,Van,5
VIO-000609,03/24/25 19:32,"-14.9157,-42.3787",Illegal Turn,Van,HIGH
VIO-000610,2025-05-30 21:04:41,"-7.9288,-0.2175",No Signal,Van,2
VIO-000611,2025-10-27 14:37:00,"23.4590,-6.0698",Illegal Turn,Van,4
VIO-000612,2025-09-28 13:53:04,"-67.5701,73.6205",Illegal Turn,Motorcycle,3
VIO-000613,2026-Oct-30 11:00:00,"14.4399,151.3068",Speeding,Bus,4
VIO-000614,2025-02-01 21:13:19,"-35.6675,135.1292",Speeding,Truck,2
VIO-000615,06/23/25 22:50,"-6.8595,-145.2623",Speeding,Sedan,3
VIO-000616,2025-09-23 21:15:27,"-85.7633,-45.6355",Illegal Turn,Sedan,3
VIO-000617,06/09/25 01:36,"75.5300,-43.4704",Red Light,Bus,4
VIO-000618,2025_04_09 16:49:10,"-47.4152,6.2166",Speeding,Motorcycle,2
VIO-000619,2025-05-08 16:36:10,"37.6482,57.8612",Illegal Turn,Sedan,3
VIO-000620,2024/27/12 12:26:39,"-85.0870,-32.6862",Speeding,Sedan,
VIO-000621,2025-01-01 11:51:31,"-12.3753,96.6816",Illegal Turn,Van,5
VIO-000622,2025-04-11 22:06:32,"-8.5780,45.6535",No Signal,Van,4
VIO-000623,2025-10-26 02:32:28,"42.4753,-117.8089",Illegal Parking,Sedan,3
VIO-000624,2024-12-06 15:50:35,"-4.7347,8.6860",No Signal,Van,2
VIO-000625,2024-12-23 11:41:28,"-75.3995,-52.2121",No Signal,Sedan,4
VIO-000626,2025-05-08 04:16:04,"30.8982,41.7690",Illegal Parking,Van,5
VIO-000627,2025-10-20 22:19:24,"-52.6039,-55.5357",Illegal Turn,Sedan,2
VIO-000628,2025-04-26 21:50:23,,Illegal Turn,Sedan,2
VIO-000629,2025-07-01 01:06:14,"68.5374,-114.5037",Speeding,Truck,2
VIO-000630,2025-05-11 22:23:28,"60.4514,56.8427",Illegal Turn,Truck,3
VIO-000631,2025-09-06 21:29:28,"-4.9281,-57.4235",No Signal,Van,5
VIO-000632,2025-02-02 09:38:58,"-7.5875,58.0353",No Signal,Van,4
