Violation ID,Timestamp,Location,Violation Type,Vehicle Type,Severity,Violation_Type_Code
VIO-000307,2025-05-20 07:51:04,"62.4820,-152.6233",ILLEGAL TURN,Van,5.0,4
VIO-000308,2025-05-26 20:53:50,"8.5909,101.4747",ILLEGAL TURN,Sedan,2.0,4
VIO-000309,2025-04-02 02:43:29,"70.5042,21.8610",SPEEDING,Motorcycle,3.0,3
VIO-000310,2024-11-15 11:24:27,UNKNOWN,NO SIGNAL,Sedan,5.0,2
VIO-000311,2025-04-28 00:18:45,"3.2372,-108.2915",SPEEDING,Sedan,1.0,3
VIO-000312,2025-07-01 19:20:43,"-49.6722,-28.4917",NO SIGNAL,Bus,1.0,2
VIO-000313,2026-10-30 11:00:00,"36.6064,163.6897",ILLEGAL PARKING,Motorcycle,2.0,1
VIO-000314,2025-07-31 14:51:30,"75.6799,144.9277",ILLEGAL PARKING,Van,4.0,1
VIO-000315,2024-11-15 23:16:33,"-38.8090,-92.6751",SPEEDING,Truck,5.0,3
VIO-000316,2025-06-17 06:10:14,"-53.1000,72.5672",RED LIGHT,Van,2.0,5
VIO-000317,2025-08-14 22:50:02,"88.7463,-63.8419",ILLEGAL PARKING,Motorcycle,3.0,1
VIO-000318,2025-09-20 17:20:53,"-72.3792,-110.9906",SPEEDING,Sedan,4.0,3
VIO-000319,2025-06-02 21:51:24,"48.1959,-80.8510",RED LIGHT,Truck,2.0,5
VIO-000320,2025-04-12 19:52:52,"-76.1698,-19.6236",NO SIGNAL,Bus,3.0,2
VIO-000321,2025-05-13 18:49:00,"-29.2912,-13.5303",SPEEDING,Truck,5.0,3
VIO-000322,2025-02-21 17:58:22,"26.6591,75.5362",NO SIGNAL,Bus,1.0,2
VIO-000323,2025-09-24 15:06:10,"71.5904,128.2822",RED LIGHT,Sedan,1.0,5
VIO-000324,2025-05-20 04:50:00,"-40.3364,-108.2792",SPEEDING,Van,5.0,3
VIO-000325,2025-05-30 15:24:42,"5.9905,-11.2295",RED LIGHT,Sedan,1.0,5
VIO-000326,2024-11-10 13:47:54,"26.4012,-59.5230",NO SIGNAL,Bus,4.0,2
VIO-000327,2025-04-03 08:15:48,UNKNOWN,SPEEDING,Bus,3.0,3
VIO-000328,2025-01-09 06:00:08,"-27.6504,163.4839",ILLEGAL PARKING,Bus,1.0,1
VIO-000330,2025-05-02 04:43:00,"39.1287,-144.1261",ILLEGAL TURN,Bus,2.0,4
VIO-000331,2025-10-06 08:00:59,"-34.3034,36.6721",SPEEDING,Truck,1.0,3
VIO-000332,2025-05-14 21:47:44,"8.3604,-150.2579",NO SIGNAL,Motorcycle,3.0,2
VIO-000333,2025-03-04 18:00:43,"-61.2889,75.6924",NO SIGNAL,Motorcycle,4.0,2
VIO-000334,2024-10-22 04:21:40,"-67.0456,-166.9356",ILLEGAL TURN,Truck,5.0,4
VIO-000335,2025-10-04 07:19:17,"-70.6369,40.4026",SPEEDING,Bus,5.0,3
VIO-000337,2025-08-22 22:10:46,"26.0092,109.4187",ILLEGAL TURN,Motorcycle,1.0,4
VIO-000338,2025-04-01 13:29:21,"-45.7273,-137.6881",ILLEGAL PARKING,Truck,3.0,1
VIO-000340,2024-10-31 19:40:26,"70.4671,60.1536",SPEEDING,Truck,1.0,3
VIO-000341,2025-05-29 01:24:49,"0.4698,153.8326",NO SIGNAL,Truck,4.0,2
VIO-000342,2025-01-13 12:00:49,"-4.8388,-45.1951",NO SIGNAL,Motorcycle,5.0,2
VIO-000343,2025-07-12 16:33:11,"-68.2033,17.3424",ILLEGAL PARKING,Sedan,3.0,1
VIO-000344,2025-02-20 05:07:33,"37.3207,77.6751",SPEEDING,Van,5.0,3
VIO-000345,2025-06-26 11:09:51,UNKNOWN,SPEEDING,Sedan,4.0,3
VIO-000346,2024-12-05 22:55:00,"47.5092,120.5170",SPEEDING,Van,2.0,3
VIO-000347,2025-01-26 14:08:18,"-82.4291,24.8988",ILLEGAL PARKING,Van,1.0,1
VIO-000348,2025-01-21 08:00:18,"55.4878,8.3289",RED LIGHT,Sedan,1.0,5
VIO-000349,2025-04-10 17:54:09,"-68.9667,113.2931",ILLEGAL TURN,Sedan,5.0,4
VIO-000350,2025-02-23 05:59:59,"6.0665,-47.8915",SPEEDING,Sedan,3.0,3
VIO-000352,2025-10-03 12:30:53,UNKNOWN,SPEEDING,Motorcycle,1.0,3
VIO-000353,2025-07-05 06:52:14,"-45.2192,-164.7636",ILLEGAL PARKING,Bus,1.0,1
VIO-000354,2025-09-04 14:26:12,"36.8724,-137.1378",SPEEDING,Van,5.0,3
VIO-000355,2025-05-04 21:48:09,"82.8944,112.1970",RED LIGHT,Sedan,4.0,5
VIO-000356,2025-02-25 19:17:07,"49.1201,-85.9775",RED LIGHT,Sedan,4.0,5
VIO-000357,2025-07-14 21:43:02,UNKNOWN,ILLEGAL TURN,Sedan,4.0,4
VIO-000358,2025-06-30 03:54:32,"34.4135,39.5952",RED LIGHT,Motorcycle,5.0,5
VIO-000359,2025-01-16 06:25:42,"51.8385,-26.1370",NO SIGNAL,Truck,3.0,2
VIO-000362,2025-04-03 09:32:25,"76.4506,-179.1777",SPEEDING,Truck,5.0,3
VIO-000363,2024-10-29 03:58:18,"-53.3869,7.6811",ILLEGAL TURN,Van,5.0,4
VIO-000364,2025-04-29 23:50:32,"57.0167,62.1353",SPEEDING,Motorcycle,2.0,3
VIO-000365,2024-12-27 06:14:39,"-30.0840,51.5557",RED LIGHT,Bus,3.0,5
VIO-000366,2025-02-13 09:00:49,"-51.5330,-50.4863",ILLEGAL TURN,Motorcycle,5.0,4
VIO-000368,2025-04-29 04:26:22,"19.2883,23.1095",NO SIGNAL,Motorcycle,1.0,2
VIO-000369,2026-10-30 11:00:00,"-71.8431,-36.0175",ILLEGAL TURN,Sedan,5.0,4
VIO-000370,2025-05-31 10:01:11,"59.0606,173.5099",SPEEDING,Motorcycle,4.0,3
VIO-000372,2025-04-15 01:25:04,"16.6045,-134.7176",RED LIGHT,Van,4.0,5
VIO-000373,2024-10-28 10:24:34,"-76.0659,174.1985",SPEEDING,Van,1.0,3
VIO-000374,2025-04-15 02:52:00,"-51.3214,-37.4841",ILLEGAL TURN,Sedan,1.0,4
VIO-000376,2025-07-13 21:35:13,"10.2482,-160.4985",SPEEDING,Bus,5.0,3
VIO-000377,2025-03-28 08:14:33,"80.9921,165.4041",ILLEGAL PARKING,Truck,3.0,1
VIO-000378,2025-04-09 13:50:41,"86.7462,-109.1195",NO SIGNAL,Van,4.0,2
VIO-000379,2024-11-07 17:33:42,"-42.0900,175.9901",RED LIGHT,Truck,1.0,5
VIO-000380,2024-11-23 02:38:52,"-42.2988,-60.9172",ILLEGAL TURN,Truck,5.0,4
VIO-000382,2025-09-07 09:02:17,"-27.9158,18.9481",ILLEGAL PARKING,Truck,2.0,1
VIO-000383,2025-08-03 05:17:22,"23.1150,57.5348",ILLEGAL PARKING,Sedan,3.0,1
VIO-000384,2025-08-29 03:28:34,"16.2362,56.9325",ILLEGAL PARKING,Truck,2.0,1
VIO-000385,2025-09-08 18:03:23,"49.5279,175.9444",NO SIGNAL,Truck,1.0,2
VIO-000387,2025-10-01 19:02:35,UNKNOWN,ILLEGAL TURN,Bus,1.0,4
VIO-000388,2024-11-25 18:00:59,"67.5556,178.1294",RED LIGHT,Van,5.0,5
VIO-000390,2024-12-29 13:44:00,"-32.9805,-31.0467",SPEEDING,Truck,2.0,3
VIO-000391,2025-06-24 16:43:03,"-36.0289,172.0528",ILLEGAL PARKING,Van,5.0,1
VIO-000392,2025-04-11 01:22:32,"75.7527,125.8504",ILLEGAL TURN,Truck,3.0,4
VIO-000393,2025-09-13 23:49:14,"-48.5091,52.5075",NO SIGNAL,Van,3.0,2
VIO-000394,2025-01-10 04:53:10,"-23.2106,37.0191",NO SIGNAL,Truck,2.0,2
VIO-000395,2025-07-31 13:58:18,"-11.7699,-34.4466",ILLEGAL TURN,Motorcycle,3.0,4
VIO-000396,2025-08-14 03:51:48,"87.2469,-172.4440",SPEEDING,Bus,5.0,3
VIO-000398,2025-05-28 06:23:33,"-30.2318,-15.1922",SPEEDING,Motorcycle,3.0,3
VIO-000400,2025-04-07 02:56:56,"2.1358,-163.6776",NO SIGNAL,Truck,5.0,2
VIO-000401,2025-04-04 04:02:08,"14.7896,125.0364",RED LIGHT,Bus,5.0,5
VIO-000402,2024-11-19 12:48:26,"79.3621,110.1198",SPEEDING,Van,4.0,3
VIO-000403,2025-06-10 04:18:28,"22.4068,-117.2607",NO SIGNAL,Motorcycle,1.0,2
VIO-000405,2024-11-12 06:00:07,"-47.3161,-89.5250",SPEEDING,Truck,3.0,3
VIO-000406,2025-10-17 16:59:53,"-8.3477,98.1717",RED LIGHT,Truck,2.0,5
VIO-000407,2025-04-01 03:30:49,"-41.6335,53.4965",ILLEGAL PARKING,Truck,2.0,1
VIO-000408,2025-07-31 22:05:40,"-2.7678,-120.9864",SPEEDING,Truck,2.0,3
VIO-000409,2025-08-24 23:03:10,"35.7243,-33.8144",RED LIGHT,Bus,2.0,5
VIO-000410,2025-09-12 00:36:19,"76.9787,117.1746",SPEEDING,Van,3.0,3
VIO-000412,2025-06-04 17:10:05,"-48.1032,56.2474",ILLEGAL PARKING,Motorcycle,4.0,1
VIO-000413,2026-10-30 11:00:00,"-19.2156,140.2497",SPEEDING,Van,1.0,3
VIO-000414,2025-07-29 20:32:45,"-48.9481,-130.5769",SPEEDING,Motorcycle,2.0,3
VIO-000415,2025-03-27 05:01:45,"40.3504,28.0547",SPEEDING,Van,3.0,3
VIO-000416,2024-11-08 16:57:13,"-0.7044,22.2250",ILLEGAL PARKING,Bus,5.0,1
VIO-000417,2024-10-21 04:41:45,"-46.4495,107.3359",ILLEGAL TURN,Bus,5.0,4
VIO-000418,2025-06-03 02:26:34,"6.3712,154.8526",ILLEGAL PARKING,Truck,3.0,1
VIO-000419,2024-11-16 05:52:45,"68.0668,96.9082",NO SIGNAL,Van,1.0,2
VIO-000420,2025-09-10 13:48:25,"-57.1147,7.5095",ILLEGAL TURN,Sedan,5.0,4
VIO-000422,2025-10-11 13:20:54,"-47.3193,-175.2301",RED LIGHT,Sedan,5.0,5
VIO-000423,2025-01-22 00:04:34,"-20.1433,103.2776",ILLEGAL TURN,Motorcycle,4.0,4
VIO-000424,2025-07-27 02:59:33,"-11.6598,108.7298",ILLEGAL TURN,Truck,2.0,4
VIO-000425,2025-03-06 11:25:04,"-18.8867,-153.8968",ILLEGAL TURN,Truck,3.0,4
VIO-000426,2024-10-31 02:17:55,"39.5243,-61.1476",ILLEGAL TURN,Bus,5.0,4
VIO-000427,2025-02-17 11:59:20,"-30.3405,-111.7929",ILLEGAL PARKING,Motorcycle,2.0,1
VIO-000428,2025-01-15 14:03:03,"27.6107,-116.8180",ILLEGAL PARKING,Motorcycle,5.0,1
VIO-000429,2025-02-18 21:38:41,"-42.9857,-148.6012",SPEEDING,Motorcycle,4.0,3
VIO-000430,2024-10-20 21:42:48,"75.0198,-10.5666",RED LIGHT,Truck,4.0,5
VIO-000431,2025-04-07 10:35:42,"5.3757,-165.9393",RED LIGHT,Truck,2.0,5
VIO-000432,2025-04-13 19:30:42,"-34.6685,12.1521",SPEEDING,Van,5.0,3
VIO-000433,2025-07-26 13:57:16,"67.1566,11.1133",ILLEGAL TURN,Truck,2.0,4
VIO-000434,2025-09-07 08:45:09,"-50.6291,-119.1300",NO SIGNAL,Sedan,3.0,2
VIO-000435,2025-07-23 05:53:31,UNKNOWN,NO SIGNAL,Van,5.0,2
VIO-000436,2025-03-17 19:57:24,"-63.1281,171.1004",RED LIGHT,Van,1.0,5
VIO-000438,2025-04-01 18:33:52,"-85.7030,-83.9502",RED LIGHT,Van,5.0,5
VIO-000439,2025-07-22 19:59:56,"-22.3326,-18.5224",ILLEGAL TURN,Truck,1.0,4
VIO-000440,2025-06-30 15:27:08,"-3.8561,99.6918",SPEEDING,Van,5.0,3
VIO-000441,2025-09-05 19:37:23,"-38.1632,-99.7177",SPEEDING,Bus,5.0,3
VIO-000442,2025-06-22 15:49:03,"54.6399,174.1244",SPEEDING,Truck,3.0,3
VIO-000443,2025-04-27 19:38:25,"34.7180,-28.1068",ILLEGAL PARKING,Sedan,5.0,1
VIO-000444,2025-04-27 21:35:58,"19.5424,40.7745",RED LIGHT,Van,2.0,5
VIO-000445,2025-09-24 19:35:31,"37.3900,-40.3824",NO SIGNAL,Bus,5.0,2
VIO-000446,2025-04-12 09:24:20,"26.1009,-117.7339",NO SIGNAL,Motorcycle,1.0,2
VIO-000447,2025-09-06 17:31:28,"-58.8283,-124.1876",ILLEGAL PARKING,Truck,4.0,1
VIO-000449,2025-03-29 14:02:29,"26.3406,-61.2047",RED LIGHT,Truck,1.0,5
VIO-000450,2024-12-10 12:57:36,"67.8924,-167.0859",NO SIGNAL,Bus,4.0,2
VIO-000451,2025-01-28 16:31:46,"89.4306,-147.3247",RED LIGHT,Sedan,3.0,5
VIO-000452,2025-10-11 13:02:35,"34.5446,-16.8492",RED LIGHT,Bus,5.0,5
VIO-000454,2025-09-25 13:25:59,"-67.8442,112.4214",SPEEDING,Motorcycle,1.0,3
VIO-000455,2025-03-28 16:04:43,"-52.7543,-131.1422",ILLEGAL PARKING,Sedan,1.0,1
VIO-000457,2025-04-05 23:12:40,"68.5921,75.4097",ILLEGAL PARKING,Sedan,5.0,1
VIO-000458,2025-02-28 05:53:04,"80.2901,80.8669",ILLEGAL TURN,Truck,3.0,4
VIO-000459,2025-10-04 17:12:14,"-5.8973,80.9378",SPEEDING,Motorcycle,3.0,3
VIO-000460,2025-08-28 19:57:12,"-10.8540,-52.9979",SPEEDING,Truck,5.0,3
VIO-000461,2025-02-24 13:26:41,"-57.4495,145.5965",NO SIGNAL,Bus,3.0,2
VIO-000462,2025-03-23 11:22:59,"-84.7699,-126.4362",RED LIGHT,Truck,2.0,5
VIO-000463,2025-04-22 05:23:44,"23.3359,144.1561",SPEEDING,Bus,3.0,3
VIO-000464,2025-06-09 01:00:11,"84.1272,56.6087",ILLEGAL PARKING,Truck,4.0,1
VIO-000466,2025-04-10 19:26:10,"89.8991,36.6630",NO SIGNAL,Truck,3.0,2
VIO-000467,2025-03-06 10:32:59,"63.1377,44.5005",NO SIGNAL,Sedan,5.0,2
VIO-000468,2025-02-15 22:55:44,"-31.6618,-149.3696",RED LIGHT,Sedan,5.0,5
VIO-000469,2025-08-04 13:50:24,"-7.5426,138.6170",RED LIGHT,Sedan,4.0,5
VIO-000470,2025-04-04 03:59:03,"-76.5622,5.3795",ILLEGAL TURN,Truck,2.0,4
VIO-000471,2024-11-22 17:10:32,"-49.2035,-138.3183",ILLEGAL TURN,Sedan,2.0,4
VIO-000472,2025-08-03 04:16:14,"-36.6794,-78.9799",ILLEGAL TURN,Motorcycle,2.0,4
VIO-000473,2025-05-30 16:56:07,"22.7355,-131.0762",RED LIGHT,Van,4.0,5
VIO-000474,2025-03-27 10:34:30,"7.5914,-11.3983",RED LIGHT,Van,4.0,5
VIO-000475,2025-06-18 10:28:31,"-78.5520,-130.8135",NO SIGNAL,Bus,2.0,2
VIO-000476,2025-06-07 14:33:12,"14.4519,-5.2809",SPEEDING,Sedan,4.0,3
VIO-000477,2025-01-15 11:24:56,"57.5418,115.2025",RED LIGHT,Sedan,4.0,5
VIO-000478,2025-02-22 03:26:57,"41.9022,159.3677",NO SIGNAL,Van,5.0,2
VIO-000479,2025-07-24 05:19:33,"-57.6981,68.2269",ILLEGAL TURN,Sedan,3.0,4
VIO-000481,2024-12-06 19:18:25,"-24.4893,165.2494",NO SIGNAL,Bus,4.0,2
VIO-000482,2025-01-05 11:03:51,"-41.8905,-127.4314",RED LIGHT,Van,3.0,5
VIO-000483,2024-11-05 05:14:18,"59.9289,42.2148",RED LIGHT,Bus,5.0,5
VIO-000484,2025-04-13 15:58:08,"1.1479,-77.1455",SPEEDING,Motorcycle,4.0,3
VIO-000485,2025-10-17 02:40:32,"-84.8712,-54.0387",SPEEDING,Motorcycle,4.0,3
VIO-000486,2025-04-15 16:47:24,"-89.4437,39.0038",RED LIGHT,Bus,3.0,5
VIO-000487,2025-07-13 16:28:26,"21.3702,-108.0209",RED LIGHT,Bus,5.0,5
VIO-000488,2024-11-11 07:38:32,"-40.6441,-95.4295",ILLEGAL TURN,Bus,1.0,4
VIO-000489,2025-06-15 04:02:28,UNKNOWN,SPEEDING,Motorcycle,2.0,3
VIO-000490,2025-02-28 19:50:11,"-87.7870,-78.2960",RED LIGHT,Motorcycle,1.0,5
VIO-000491,2025-06-25 07:05:58,"6.5670,-41.8965",SPEEDING,Bus,5.0,3
VIO-000492,2025-06-14 15:53:47,"-34.4280,-15.1179",RED LIGHT,Van,1.0,5
VIO-000493,2025-09-26 09:19:58,"10.2878,-115.8210",SPEEDING,Sedan,3.0,3
VIO-000494,2025-08-30 00:07:45,"38.6699,76.9215",SPEEDING,Sedan,5.0,3
VIO-000495,2025-08-15 17:05:59,"-63.2073,59.9757",SPEEDING,Truck,5.0,3
VIO-000497,2025-03-07 10:07:39,"-34.3865,-61.8103",RED LIGHT,Sedan,4.0,5
VIO-000498,2025-08-31 10:35:23,"-49.1856,70.7102",ILLEGAL PARKING,Bus,2.0,1
VIO-000500,2025-06-28 22:14:25,"-76.0292,-101.8283",ILLEGAL TURN,Motorcycle,4.0,4
VIO-000501,2025-06-12 08:13:36,"86.3403,-33.2179",RED LIGHT,Bus,1.0,5
VIO-000502,2024-11-29 18:15:55,"-76.6898,-50.6551",SPEEDING,Motorcycle,5.0,3
VIO-000503,2025-03-02 21:15:43,UNKNOWN,SPEEDING,Bus,5.0,3
VIO-000504,2024-12-24 17:23:03,"-88.4463,-39.7199",RED LIGHT,Motorcycle,1.0,5
VIO-000505,2024-11-18 05:10:58,"-42.1520,19.6659",SPEEDING,Motorcycle,3.0,3
VIO-000506,2025-06-08 18:22:23,"3.1507,123.3480",SPEEDING,Motorcycle,4.0,3
VIO-000507,2024-12-08 21:44:25,"86.6102,0.9384",NO SIGNAL,Bus,2.0,2
VIO-000508,2024-12-24 19:44:38,"-37.8996,111.7800",RED LIGHT,Motorcycle,3.0,5
VIO-000509,2025-10-06 12:54:20,"58.1471,-3.1206",ILLEGAL TURN,Sedan,5.0,4
VIO-000510,2026-10-30 11:00:00,"79.1357,56.5079",SPEEDING,Truck,5.0,3
VIO-000511,2025-10-16 17:06:57,"-61.9032,-37.7531",ILLEGAL TURN,Sedan,4.0,4
VIO-000512,2025-09-19 12:53:04,"-58.5933,-113.6463",RED LIGHT,Motorcycle,4.0,5
VIO-000514,2025-03-09 21:38:02,"-63.7254,11.3945",ILLEGAL TURN,Truck,4.0,4
VIO-000516,2024-10-24 10:23:57,"-3.7748,152.7630",SPEEDING,Van,3.0,3
VIO-000517,2025-06-14 09:52:07,"-1.2046,-84.9258",ILLEGAL PARKING,Sedan,4.0,1
VIO-000518,2025-05-18 03:55:47,"-36.6816,-67.6277",SPEEDING,Van,2.0,3
VIO-000519,2024-11-09 17:29:19,"72.3351,164.2129",RED LIGHT,Truck,3.0,5
VIO-000520,2025-10-07 23:32:47,"89.6629,-48.6467",ILLEGAL PARKING,Sedan,1.0,1
VIO-000521,2025-08-14 06:53:31,"-14.4622,111.7732",RED LIGHT,Sedan,5.0,5
VIO-000522,2025-05-07 11:57:28,"-62.6759,-159.0588",SPEEDING,Van,1.0,3
VIO-000523,2025-07-10 18:31:34,"-15.0946,-44.1607",RED LIGHT,Motorcycle,2.0,5
VIO-000524,2025-07-20 22:34:36,"-88.5620,94.5115",NO SIGNAL,Van,1.0,2
VIO-000525,2025-07-27 23:24:22,"30.7317,-72.8301",ILLEGAL PARKING,Truck,4.0,1
VIO-000526,2024-12-17 22:38:09,"-67.8635,107.0776",ILLEGAL PARKING,Motorcycle,3.0,1
VIO-000527,2025-02-22 04:19:07,"78.8923,-107.4956",ILLEGAL TURN,Van,3.0,4
VIO-000528,2025-06-09 10:25:06,"88.6833,-19.2802",ILLEGAL TURN,Van,2.0,4
VIO-000529,2025-08-18 21:59:50,"86.3838,-136.8034",SPEEDING,Truck,2.0,3
VIO-000530,2025-03-21 03:00:01,"-77.1177,-135.5384",NO SIGNAL,Van,5.0,2
VIO-000531,2025-03-24 14:18:26,"-54.5224,92.2950",ILLEGAL PARKING,Sedan,4.0,1
VIO-000532,2025-01-02 04:58:20,"-21.8411,125.8280",NO SIGNAL,Motorcycle,5.0,2
VIO-000533,2025-09-22 16:27:45,"24.9739,20.9557",ILLEGAL TURN,Bus,3.0,4
VIO-000534,2025-04-26 09:47:13,"41.3118,85.9699",SPEEDING,Truck,3.0,3
VIO-000535,2025-08-06 02:20:44,"58.6855,171.8646",NO SIGNAL,Truck,3.0,2
VIO-000536,2025-07-07 03:37:00,"-81.6108,-115.9599",NO SIGNAL,Truck,5.0,2
VIO-000537,2025-03-18 01:48:18,"31.5492,13.2628",ILLEGAL PARKING,Motorcycle,5.0,1
VIO-000538,2024-10-19 10:09:47,UNKNOWN,ILLEGAL TURN,Sedan,5.0,4
VIO-000540,2025-06-15 16:30:48,"65.8323,-3.2845",SPEEDING,Truck,1.0,3
VIO-000541,2025-04-29 10:23:42,"-52.1174,-41.5006",SPEEDING,Bus,3.0,3
VIO-000542,2024-12-02 18:55:54,"-88.1989,-81.4104",RED LIGHT,Truck,4.0,5
VIO-000543,2025-06-04 18:02:00,"-37.6498,-26.6881",ILLEGAL TURN,Bus,4.0,4
VIO-000544,2025-03-16 16:21:20,"-1.5682,-168.6581",NO SIGNAL,Sedan,2.0,2
VIO-000545,2025-05-20 18:25:40,"83.0433,110.2505",NO SIGNAL,Bus,5.0,2
VIO-000546,2024-11-12 06:22:00,"18.3244,-68.5346",RED LIGHT,Truck,3.0,5
VIO-000547,2025-05-12 19:58:55,"-74.3098,56.9538",RED LIGHT,Van,1.0,5
VIO-000548,2026-10-30 11:00:00,"-66.1177,-3.6294",RED LIGHT,Bus,3.0,5
VIO-000549,2025-05-17 03:49:13,"77.1207,174.7309",ILLEGAL PARKING,Van,1.0,1
VIO-000550,2025-06-17 11:20:39,"84.1537,106.2546",ILLEGAL PARKING,Bus,1.0,1
VIO-000551,2025-09-16 15:48:15,"-67.9502,-59.6957",RED LIGHT,Bus,3.0,5
VIO-000552,2025-04-12 05:24:15,"-19.1601,-171.5455",RED LIGHT,Van,4.0,5
VIO-000554,2025-09-10 04:29:43,"-84.6688,-58.4349",ILLEGAL TURN,Truck,4.0,4
VIO-000555,2024-12-20 20:49:15,"-33.7637,-62.7836",RED LIGHT,Truck,4.0,5
VIO-000556,2025-07-27 19:02:32,"67.6371,175.7003",ILLEGAL TURN,Motorcycle,5.0,4
VIO-000557,2025-07-31 14:48:27,"30.3066,-160.2348",SPEEDING,Bus,5.0,3
VIO-000559,2025-02-21 13:49:33,"-9.7999,-42.1637",RED LIGHT,Van,4.0,5
VIO-000560,2025-09-17 23:55:00,"-69.5016,155.0490",RED LIGHT,Sedan,4.0,5
VIO-000561,2025-08-17 01:27:58,"34.0225,-69.7615",SPEEDING,Bus,2.0,3
VIO-000562,2025-06-04 00:58:43,"-5.0553,97.3769",ILLEGAL PARKING,Van,3.0,1
VIO-000563,2025-09-30 07:10:00,"-16.4246,-107.5078",RED LIGHT,Bus,2.0,5
VIO-000564,2024-12-24 11:01:47,"-76.2930,86.6311",NO SIGNAL,Bus,5.0,2
VIO-000565,2025-04-11 05:20:54,"26.0403,56.6444",RED LIGHT,Bus,1.0,5
VIO-000566,2025-02-20 19:33:24,"-84.0294,108.8422",ILLEGAL TURN,Sedan,3.0,4
VIO-000567,2025-06-07 22:21:16,"-26.9355,-114.3804",ILLEGAL TURN,Motorcycle,5.0,4
VIO-000568,2025-08-31 17:28:20,"-42.7512,105.5477",ILLEGAL PARKING,Van,1.0,1
VIO-000569,2024-12-14 18:46:29,"37.7261,84.4374",RED LIGHT,Sedan,4.0,5
VIO-000570,2024-11-15 18:40:38,UNKNOWN,ILLEGAL PARKING,Van,1.0,1
VIO-000571,2025-02-12 22:42:39,"27.8711,-112.8975",RED LIGHT,Bus,2.0,5
VIO-000572,2025-08-07 19:16:21,"-34.6676,172.1555",ILLEGAL PARKING,Truck,2.0,1
VIO-000573,2025-02-03 01:08:03,"13.2055,-13.8165",NO SIGNAL,Truck,1.0,2
VIO-000574,2025-01-17 14:29:57,"54.0927,-110.0054",ILLEGAL TURN,Bus,1.0,4
VIO-000575,2025-01-21 17:33:13,"-62.8750,126.4005",ILLEGAL TURN,Bus,3.0,4
VIO-000576,2025-02-16 19:41:24,"-83.0438,-142.5359",ILLEGAL PARKING,Sedan,2.0,1
VIO-000577,2025-02-02 03:50:44,UNKNOWN,RED LIGHT,Van,3.0,5
VIO-000579,2025-09-23 08:22:48,"-4.2959,118.1725",RED LIGHT,Bus,4.0,5
VIO-000580,2025-05-15 01:41:20,"18.3428,-79.4936",ILLEGAL PARKING,Truck,3.0,1
VIO-000581,2025-08-30 17:26:49,"-80.7955,-11.5450",ILLEGAL TURN,Motorcycle,2.0,4
VIO-000582,2025-05-20 19:39:46,"-53.3977,-56.4657",ILLEGAL TURN,Van,1.0,4
VIO-000583,2025-06-06 20:30:56,"-49.1187,-40.9886",NO SIGNAL,Truck,2.0,2
VIO-000584,2025-01-03 13:25:00,"-68.4435,-63.2863",RED LIGHT,Van,1.0,5
VIO-000586,2025-06-08 10:39:22,"68.0384,-97.0210",NO SIGNAL,Bus,3.0,2
VIO-000587,2024-12-06 15:47:03,"25.0237,31.5225",NO SIGNAL,Van,3.0,2
VIO-000588,2025-06-25 01:42:00,"9.2059,-40.1879",ILLEGAL TURN,Truck,5.0,4
VIO-000589,2025-02-03 00:48:00,"46.0315,-161.5336",NO SIGNAL,Sedan,5.0,2
VIO-000590,2025-02-06 19:27:50,"-14.4825,-42.2926",RED LIGHT,Motorcycle,3.0,5
VIO-000591,2025-09-27 00:30:25,"-47.7973,-35.2725",SPEEDING,Motorcycle,1.0,3
VIO-000592,2025-05-01 12:21:28,"67.6258,103.5980",ILLEGAL PARKING,Sedan,1.0,1
VIO-000594,2025-01-31 01:37:18,"-76.4600,-111.3424",RED LIGHT,Sedan,1.0,5
VIO-000597,2025-04-17 09:26:46,"-11.1396,109.4433",ILLEGAL TURN,Truck,4.0,4
VIO-000598,2025-08-04 01:19:25,"48.2567,97.5553",SPEEDING,Truck,4.0,3
VIO-000599,2025-04-09 07:29:57,"-3.1942,102.5712",NO SIGNAL,Van,4.0,2
VIO-000600,2025-04-17 00:08:56,"-12.4281,2.6800",ILLEGAL TURN,Motorcycle,5.0,4
VIO-000601,2024-11-25 16:00:54,"-20.6523,-1.1905",ILLEGAL TURN,Van,1.0,4
VIO-000602,2024-11-21 13:25:17,"77.0474,87.8081",SPEEDING,Truck,1.0,3
VIO-000603,2025-07-01 17:34:43,"84.5740,-172.5966",SPEEDING,Sedan,5.0,3
VIO-000604,2025-01-16 23:54:14,"-25.7330,-0.0537",ILLEGAL TURN,Truck,3.0,4
VIO-000605,2025-03-07 20:34:07,"-40.8153,10.7625",ILLEGAL TURN,Motorcycle,4.0,4
VIO-000607,2025-02-17 05:37:43,"-64.7090,81.8753",ILLEGAL PARKING,Sedan,2.0,1
VIO-000608,2025-09-11 20:25:33,"-42.9766,-47.0436",ILLEGAL PARKING,Motorcycle,2.0,1
VIO-000609,2025-02-14 16:31:54,"-21.0857,-143.7401",NO SIGNAL,Bus,1.0,2
VIO-000610,2024-12-17 19:15:19,"-46.7610,-29.1299",RED LIGHT,Bus,5.0,5
VIO-000611,2025-02-11 01:38:36,"-13.3216,-121.1098",NO SIGNAL,Sedan,2.0,2
VIO-000612,2025-02-04 12:40:35,"-79.5673,-81.2526",RED LIGHT,Truck,3.0,5
