Location,Total_Violations,Avg_Severity
"-52.9174,145.7860",1,1.0
"-32.1371,74.2738",1,
"-51.2996,93.3602",1,
"-58.0266,119.0013",1,2.0
"-80.6436,44.2227",1,1.0
"-47.4713,-0.6605",1,3.0
"65.8494,18.2631",1,5.0
"29.9484,158.0602",1,3.0
"56.1651,137.8274",1,3.0
"32.2121,155.6068",1,2.0
"79.2016,88.0707",1,5.0
"-75.8263,8.7649",1,3.0
"56.7112,112.9885",1,
"89.7859,-18.7987",1,3.0
"27.1031,-160.9036",1,5.0
"-6.6322,18.1539",1,5.0
"46.1981,44.3638",1,5.0
"-69.5393,-144.9536",1,3.0
"-36.1703,2.8413",1,4.0
"71.3775,134.3688",1,2.0
"57.9538,128.4910",1,3.0
"-33.5683,141.8068",1,5.0
"-54.9948,-162.6523",1,5.0
"-39.9825,-118.8303",1,4.0
"79.2496,129.9917",1,3.0
"-82.6210,-144.6566",1,2.0
"22.8915,158.1503",1,3.0
"-12.0769,107.2284",1,1.0
"0.4227,117.4194",1,3.0
"-26.2838,111.3711",1,5.0
"35.0994,6.6339",1,3.0
"48.9122,-93.6860",1,5.0
"-82.5716,-20.4418",1,3.0
"28.2443,-131.8225",1,1.0
"-47.7538,-42.8811",1,2.0
"6.0118,-62.3506",1,3.0
"-51.0772,42.3143",1,5.0
"-86.5282,-97.5019",1,3.0
"-71.7076,165.3302",1,4.0
"29.8658,170.2992",1,3.0
"44.2306,-134.8613",1,5.0
"-30.0392,-30.8543",1,2.0
"84.4817,-104.6793",1,5.0
"-70.7403,133.5005",1,4.0
"-4.4119,-19.2094",1,1.0
"-26.9253,27.5407",1,4.0
"-36.0031,26.1924",1,5.0
"55.2406,110.6095",1,1.0
"-45.7004,-19.1193",1,3.0
"-26.8781,175.0463",1,4.0
"40.0114,55.1961",1,5.0
"-15.1694,107.9112",1,1.0
"-38.0109,-171.6809",1,3.0
"52.7366,-125.3536",1,2.0
"-17.9520,-41.0258",1,1.0
"27.2111,129.9941",1,2.0
"-28.5420,-72.2397",1,1.0
"-60.7930,-130.3849",1,5.0
"33.1227,107.4569",1,2.0
"-45.9648,91.0572",1,
"-4.4405,-20.3377",1,1.0
"-51.3744,108.7339",1,4.0
"-15.5630,143.7966",1,5.0
"-16.6468,61.4401",1,
"46.0433,102.1484",1,1.0
"-43.8761,-103.8097",1,1.0
"-85.0411,133.5520",1,3.0
"-4.0747,169.5598",1,4.0
"-20.0623,-113.8734",1,2.0
"50.3837,-168.1795",1,4.0
"49.4380,-93.1926",1,3.0
"53.2407,-117.2996",1,1.0
"-21.9441,73.3041",1,4.0
"37.6026,18.6564",1,4.0
"-88.4412,-125.0482",1,3.0
"3.7316,127.6513",1,5.0
"62.6563,118.1425",1,1.0
"63.3255,4.6982",1,3.0
"-50.6754,-153.3012",1,2.0
"4.6246,-69.4239",1,4.0
"3.0352,25.1235",1,4.0
"-30.2002,11.2196",1,
"13.6930,115.8462",1,4.0
"-18.5795,-96.9482",1,5.0
"82.2486,-164.7655",1,5.0
"-84.3648,147.1018",1,2.0
"11.7850,-28.7751",1,4.0
"-86.4564,-151.1074",1,1.0
"29.0161,-2.6460",1,4.0
"85.1615,121.8271",1,2.0
"-85.8145,-131.9044",1,5.0
"30.6629,-97.4715",1,5.0
"-14.0297,-95.0355",1,
"64.8883,-18.2114",1,1.0
"20.4544,155.5100",1,4.0
"-78.5491,43.9622",1,1.0
"-13.5526,-13.7016",1,1.0
"73.3162,99.0497",1,2.0
"-29.1477,-117.6649",1,3.0
"79.5824,45.1630",1,4.0
"-10.0976,32.0985",1,5.0
"20.3102,18.3544",1,5.0
"-44.8183,-29.5032",1,5.0
"-32.7936,-136.9086",1,5.0
"-56.8141,-173.4080",1,3.0
"-57.6352,30.6341",1,
"41.0783,-57.8376",1,2.0
"-2.2362,78.3080",1,1.0
"80.1161,-69.2429",1,3.0
"-16.4002,-12.6389",1,5.0
"51.0153,-126.0677",1,2.0
"-41.9326,132.7934",1,3.0
"-84.5485,61.3099",1,3.0
"-58.7933,-162.2799",1,1.0
"45.5710,-79.1358",1,4.0
"29.5392,-152.7347",1,1.0
"77.9971,-108.9231",1,3.0
"8.5335,-153.6477",1,3.0
"20.1330,119.8274",1,3.0
"-38.4037,42.8884",1,2.0
"2.5567,121.2693",1,3.0
"28.8041,-46.5240",1,1.0
"-66.8226,23.0717",1,5.0
"49.8128,-132.3394",1,4.0
"72.2747,-54.5406",1,
"63.8477,19.7290",1,5.0
"-57.6311,-150.1692",1,
"31.4331,50.1134",1,1.0
"-80.9602,-68.8941",1,5.0
"11.2211,-28.4719",1,1.0
"16.5073,-179.2543",1,4.0
"-60.3069,-52.5652",1,5.0
"-4.3990,31.5494",1,4.0
"-3.8649,-12.5568",1,5.0
"42.7446,87.6805",1,5.0
"52.7614,168.7167",1,3.0
"81.0752,86.9576",1,4.0
"-20.7942,-98.3036",1,5.0
"0.4838,-87.8506",1,5.0
"40.0732,31.5060",1,4.0
"-51.2255,-29.1554",1,1.0
"-17.0511,89.6041",1,2.0
"-66.4685,48.7968",1,3.0
"-14.4645,-63.7859",1,5.0
"77.2829,-104.9045",1,2.0
"-2.9805,-86.6072",1,1.0
"-63.0853,1.6234",1,5.0
"-81.4984,-150.1581",1,5.0
"54.6074,-18.8098",1,5.0
"11.1653,-73.3470",1,2.0
"84.8989,68.0584",1,4.0
"-46.4578,-64.9706",1,5.0
"89.8940,172.3538",1,3.0
"48.2836,-36.2113",1,3.0
"27.6718,-78.8461",1,1.0
"-86.6326,47.0860",1,1.0
"1.7092,-107.2021",1,2.0
"-39.7950,-26.8076",1,4.0
"77.7256,-167.5955",1,3.0
"-12.2975,138.5634",1,1.0
"27.4231,-160.9437",1,3.0
"-58.2795,-152.2613",1,1.0
"-8.4811,-23.3335",1,2.0
"-75.7275,167.6091",1,4.0
"-53.1020,-7.9748",1,3.0
"-11.8750,132.5062",1,1.0
"-4.4572,-97.3093",1,1.0
"-24.4970,-173.1445",1,3.0
"-28.0705,117.1150",1,4.0
"60.6704,178.3769",1,1.0
"-28.1637,80.8930",1,5.0
"-46.6153,-18.9669",1,5.0
"-8.8673,33.8716",1,
"5.1793,28.1741",1,3.0
"-70.4121,116.3521",1,
"-42.8487,97.6773",1,
"-43.4109,7.8255",1,2.0
"-15.3975,-27.2301",1,5.0
"54.1430,131.1593",1,1.0
"6.1282,-108.3321",1,2.0
"38.7058,-1.1946",1,1.0
"2.1673,14.9949",1,4.0
"-47.5244,-162.4956",1,2.0
"76.6442,153.7115",1,1.0
"-60.1144,-126.0911",1,1.0
"76.4123,-88.6767",1,1.0
"-13.5850,34.0751",1,3.0
"54.3995,-24.7603",1,2.0
"18.1887,24.6578",1,2.0
"-16.8887,26.7654",1,2.0
"-45.9079,68.4245",1,5.0
"4.5422,-105.5291",1,5.0
"-83.5871,99.6306",1,1.0
"-89.7788,-65.4157",1,3.0
"-14.7543,50.8335",1,5.0
"24.4904,-32.6795",1,1.0
"51.9072,129.2782",1,4.0
"44.7611,70.1345",1,5.0
"5.0559,35.8282",1,2.0
"-11.9642,30.3858",1,4.0
"-58.3370,156.7117",1,5.0
"-39.7508,127.1716",1,5.0
"-89.0129,50.4265",1,1.0
"82.5104,-96.3214",1,3.0
"19.2005,75.3640",1,2.0
"-78.2846,-42.1260",1,3.0
"-13.0116,126.5208",1,5.0
"89.4790,114.7241",1,1.0
"-18.6079,-7.9563",1,4.0
"71.6253,96.2714",1,1.0
"32.9947,103.8225",1,5.0
"-47.3819,-71.1512",1,1.0
"87.1341,-55.8990",1,1.0
"-69.6265,84.3511",1,3.0
"-18.3787,-9.9908",1,
"19.3010,-47.9376",1,3.0
"-39.8866,17.3695",1,1.0
"-8.7274,-39.3450",1,3.0
"-48.2856,-96.1944",1,3.0
"76.8414,-100.8493",1,4.0
"59.7813,-98.0541",1,4.0
"-28.4849,173.8826",1,2.0
"-0.2368,-66.9667",1,4.0
"-56.2595,161.3119",1,1.0
"-30.2768,91.5074",1,3.0
"-39.3519,167.1078",1,5.0
"-8.6550,-69.8013",1,3.0
"-63.3951,-123.0065",1,1.0
"-69.9630,12.7468",1,1.0
"-39.5898,15.3992",1,1.0
"57.1985,32.6256",1,1.0
"78.8801,-79.7628",1,3.0
"1.2947,124.0038",1,4.0
"-34.9205,14.1176",1,4.0
"-21.8887,81.7729",1,4.0
"40.9702,-139.9834",1,2.0
"16.7302,101.7100",1,1.0
"-69.6047,-145.0510",1,3.0
"28.5082,-78.1904",1,1.0
"-18.4829,-147.1986",1,1.0
"-82.0735,2.0185",1,4.0
"-31.9257,-32.7336",1,3.0
"88.1678,-27.7589",1,1.0
"-7.6755,47.6300",1,4.0
"-34.6695,-138.0296",1,3.0
"74.5939,-161.0434",1,
"89.9382,-129.4167",1,5.0
"81.5619,-85.9704",1,2.0
"51.9073,81.3374",1,
"47.7733,-118.4595",1,2.0
"41.1352,37.4634",1,
"-6.9700,-82.6191",1,3.0
"31.4073,74.2757",1,
"64.1261,-111.3808",1,4.0
"33.5830,-30.9076",1,
"-22.6529,-129.0942",1,2.0
"21.8141,-43.3141",1,1.0
"57.1923,-89.2903",1,5.0
"11.3670,81.9750",1,5.0
"-14.2145,170.3331",1,1.0
"-30.1522,-61.2141",1,4.0
"43.1365,20.3404",1,4.0
"89.9095,25.3742",1,2.0
"11.0209,-55.7934",1,1.0
"-23.3286,-175.5155",1,1.0
"-1.7498,44.7450",1,4.0
"7.3758,-141.3909",1,5.0
"-66.1514,-174.7010",1,
"-5.2775,168.7362",1,3.0
"28.7676,-163.1303",1,5.0
"-59.9654,-63.3500",1,5.0
"-81.0493,-94.8941",1,1.0
"2.0955,-49.3489",1,4.0
"12.6768,-142.0716",1,3.0
"-61.2459,-110.8704",1,1.0
"45.3539,119.6635",1,5.0
"81.0654,-179.4333",1,5.0
"-87.0464,-35.1124",1,1.0
"-82.3697,-128.8073",1,1.0
"87.4951,-137.1989",1,4.0
"-2.8122,38.1885",1,1.0
"31.9608,55.1029",1,
"78.8536,-149.1287",1,5.0
"29.2807,-118.7162",1,2.0
"57.0493,41.7810",1,2.0
"-10.1964,86.1973",1,3.0
"61.4824,-86.9933",1,3.0
"-73.7993,56.2757",1,2.0
"31.0096,14.4767",1,3.0
"62.9600,-177.8413",1,1.0
"89.4061,120.8253",1,5.0
"72.6582,143.2670",1,1.0
"45.9248,116.6387",1,5.0
"85.9624,-37.2823",1,5.0
"61.5055,59.5744",1,3.0
"-48.7227,141.3423",1,
"-14.8906,-155.4042",1,3.0
"79.2405,49.1180",1,4.0
"8.6555,172.9091",1,1.0
"10.0584,71.9711",1,1.0
"32.5464,-69.4403",1,1.0
"-71.3584,152.5437",1,4.0
"-75.0990,166.3647",1,4.0
"60.1615,140.2590",1,1.0
"-13.5015,33.7908",1,2.0
"0.9314,102.1288",1,3.0
"76.6033,-135.7032",1,2.0
"49.9836,-131.2459",1,1.0
"14.9242,38.5859",1,3.0
"-9.6345,-98.1352",1,2.0
"15.8132,-177.3367",1,3.0
"-72.4203,166.1168",1,3.0
"-70.8999,38.9552",1,3.0
"-44.5540,58.8049",1,5.0
"-35.2755,66.5682",1,2.0
"50.0847,-93.5649",1,5.0
"-69.3139,71.9178",1,3.0
"-52.1094,89.8596",1,2.0
"-2.4428,16.0580",1,5.0
"-40.7548,-151.7780",1,5.0
"38.9248,73.5044",1,3.0
"52.6352,104.1787",1,2.0
"-6.6705,4.2248",1,4.0
"-17.0820,178.3614",1,5.0
"-51.3135,-147.7144",1,1.0
"-21.5693,-10.6721",1,5.0
"6.2578,-57.2941",1,1.0
"-74.8429,55.6797",1,5.0
"-77.7937,-93.3062",1,3.0
"-77.1807,54.2881",1,5.0
"66.1196,-97.8232",1,3.0
"5.1564,174.3661",1,5.0
"-49.9111,46.8803",1,5.0
"-70.7166,67.0435",1,3.0
"31.3934,-50.6025",1,1.0
"-63.0644,107.3458",1,4.0
"-84.4063,87.9989",1,1.0
"-25.8535,-161.0757",1,3.0
"29.5139,-140.6446",1,4.0
"77.1310,78.8391",1,
"-47.6537,54.7378",1,5.0
"-82.9414,67.9567",1,3.0
"-71.9167,-133.7822",1,1.0
"-0.4404,19.9677",1,5.0
"-18.8169,113.1972",1,3.0
"78.0407,-51.7398",1,3.0
"-87.3363,51.5906",1,5.0
"-63.1639,64.5583",1,
"74.0758,-158.4635",1,
"-28.6177,-46.6108",1,1.0
"-4.9824,-5.7622",1,5.0
"-46.3404,61.5431",1,2.0
"33.1737,126.5812",1,4.0
"-44.7602,-91.5546",1,4.0
"67.3673,-2.2361",1,1.0
"88.2960,-136.4770",1,2.0
"-85.5364,-145.7609",1,4.0
"44.9844,-156.5037",1,4.0
"-32.4826,-110.1208",1,3.0
"-81.2485,-154.2528",1,
"76.4240,59.7186",1,
"-22.9849,61.9541",1,2.0
"-51.6362,17.0827",1,2.0
"-5.7774,137.7616",1,5.0
"10.5244,116.7984",1,5.0
"-23.0391,9.3009",1,1.0
"84.7955,114.9783",1,2.0
"-29.2720,-16.9636",1,4.0
"81.3860,55.3872",1,2.0
"47.4613,-8.0636",1,5.0
"52.2965,8.0053",1,4.0
"-25.3916,-61.1685",1,5.0
"54.8794,-109.8820",1,5.0
"62.7374,6.5902",1,2.0
"11.8591,-130.5072",1,3.0
"-55.2637,27.3961",1,2.0
"32.2522,108.5745",1,5.0
"-65.9178,43.1143",1,3.0
"-12.8547,99.8884",1,3.0
"27.9723,-162.5660",1,4.0
"-11.7426,19.2959",1,5.0
"62.4908,-118.6092",1,4.0
"86.8219,49.2778",1,1.0
"44.9394,-111.7675",1,5.0
"-81.6709,50.2771",1,
"-89.8300,33.4120",1,4.0
"-88.9717,-100.2445",1,3.0
"23.5230,-144.5069",1,5.0
"54.0672,119.5084",1,1.0
"-56.2209,-142.6171",1,2.0
"76.3949,-23.6205",1,
"8.5909,101.4747",1,2.0
"-38.8090,-92.6751",1,5.0
"-76.1698,-19.6236",1,3.0
"39.1287,-144.1261",1,2.0
"-82.4291,24.8988",1,1.0
"55.4878,8.3289",1,1.0
"36.8724,-137.1378",1,5.0
"82.8944,112.1970",1,4.0
"49.1201,-85.9775",1,4.0
"-51.5330,-50.4863",1,5.0
"-51.3214,-37.4841",1,1.0
"-42.2988,-60.9172",1,5.0
"-27.9158,18.9481",1,2.0
"-11.7699,-34.4466",1,3.0
"2.1358,-163.6776",1,5.0
"-47.3161,-89.5250",1,3.0
"35.7243,-33.8144",1,2.0
"46.4702,85.5545",1,
"-11.6598,108.7298",1,2.0
"39.5243,-61.1476",1,5.0
"-30.3405,-111.7929",1,2.0
"27.6107,-116.8180",1,5.0
"-85.7030,-83.9502",1,5.0
"-58.8283,-124.1876",1,4.0
"67.8924,-167.0859",1,4.0
"-67.8442,112.4214",1,1.0
"63.1377,44.5005",1,5.0
"-36.6794,-78.9799",1,2.0
"-41.8905,-127.4314",1,3.0
"1.1479,-77.1455",1,4.0
"-34.4280,-15.1179",1,1.0
"38.6699,76.9215",1,5.0
"-37.8996,111.7800",1,3.0
"-63.7254,11.3945",1,4.0
"12.6215,-0.4712",1,
"41.3118,85.9699",1,3.0
"-19.1601,-171.5455",1,4.0
"-33.7637,-62.7836",1,4.0
"67.6371,175.7003",1,5.0
"-9.7999,-42.1637",1,4.0
"37.7261,84.4374",1,4.0
"18.3428,-79.4936",1,3.0
"-14.4825,-42.2926",1,3.0
"-11.1396,109.4433",1,4.0
"77.0474,87.8081",1,1.0
"-46.7610,-29.1299",1,5.0
"73.0580,-16.9113",1,5.0
"-52.2462,57.9878",1,
"-1.8071,170.1861",1,2.0
"17.2242,93.3830",1,1.0
"-35.6296,52.4861",1,5.0
"-31.0032,-147.5096",1,1.0
"-81.1943,-122.0312",1,5.0
"49.4080,57.3837",1,1.0
"64.8646,110.1829",1,1.0
"46.5152,97.1582",1,3.0
"17.6912,-44.6193",1,1.0
"-20.2547,-142.3321",1,2.0
"-10.5629,78.5228",1,5.0
"74.4152,-12.7960",1,1.0
"-88.4591,-49.1415",1,3.0
"-41.8733,-156.4859",1,4.0
"-78.5453,178.8411",1,4.0
"-9.8095,-79.4345",1,
"8.7467,27.4024",1,3.0
"-25.6056,-86.8272",1,2.0
"-44.3622,123.0408",1,3.0
"-86.7828,-89.3131",1,
"-12.2075,17.1271",1,5.0
"-18.4754,-111.6673",1,1.0
"-9.9273,96.9735",1,4.0
"-49.0536,-123.2207",1,1.0
"34.5248,-168.8152",1,
"17.8691,108.7724",1,2.0
"23.8770,-17.4576",1,2.0
"-23.3284,58.3328",1,2.0
"48.0832,130.8226",1,3.0
"47.8756,168.5402",1,4.0
"4.4946,-24.6791",1,2.0
"-61.8894,150.0104",1,3.0
"30.9343,-102.0317",1,5.0
"-1.1200,19.2849",1,4.0
"-54.5302,161.8313",1,5.0
"56.3022,-81.9436",1,1.0
"71.2319,-169.3615",1,1.0
"-73.7205,-52.8254",1,4.0
"50.1568,179.0854",1,2.0
"-56.8066,-165.5949",1,5.0
"7.4610,-46.4923",1,3.0
"-89.1075,151.2869",1,1.0
"-34.3921,-86.3950",1,2.0
"60.0252,-97.1575",1,2.0
"80.8213,-47.2318",1,3.0
"-47.5645,-66.8298",1,4.0
"-20.2578,103.6128",1,
"-16.7964,-167.2354",1,1.0
"20.0153,-145.6061",1,3.0
"41.5134,119.5617",1,4.0
"0.8781,-109.1268",1,3.0
"-60.4371,-33.1184",1,5.0
"88.6914,12.7190",1,
"71.9889,-133.3644",1,2.0
"54.7193,-63.5315",1,5.0
"-64.2184,-149.4082",1,1.0
"62.6919,147.9993",1,2.0
"64.5423,-138.6808",1,2.0
"81.2422,-175.8513",1,1.0
"-34.6277,-84.0677",1,3.0
"-56.1225,70.8871",1,4.0
"-84.4955,-160.9574",1,4.0
"28.2961,98.3939",1,2.0
"-36.4813,-70.3787",1,3.0
"-81.7794,-117.4775",1,2.0
"-57.1701,-150.9741",1,1.0
"-47.4080,-145.6545",1,3.0
"-69.4795,62.5238",1,5.0
"-21.2834,-112.8838",1,4.0
"-72.1384,-140.0052",1,3.0
"-88.4298,134.1485",1,2.0
"-59.8306,-65.9766",1,
"-46.4806,160.5694",1,1.0
"73.4470,-34.0703",1,4.0
"82.3537,-167.1683",1,3.0
"7.0815,-54.5601",1,4.0
"38.0349,153.5938",1,4.0
"17.1857,-116.2826",1,2.0
"-17.7729,-62.0483",1,3.0
"-65.9094,-136.6284",1,1.0
"-23.4688,-3.9279",1,5.0
"12.5840,-64.0782",1,3.0
"-72.4463,1.1409",1,2.0
"-4.7679,64.8616",1,4.0
"81.1877,-147.2319",1,4.0
"-38.4695,122.5907",1,5.0
"28.7316,135.0097",1,5.0
"-48.0477,-87.4299",1,3.0
"85.2450,109.4322",1,4.0
"61.1677,-169.9282",1,5.0
"68.3434,142.6548",1,3.0
"-12.0874,-83.7517",1,1.0
"-86.5403,-19.7885",1,
"-45.6431,-141.1066",1,
"68.8750,173.4926",1,5.0
"67.4373,76.8758",1,2.0
"-52.7758,72.8049",1,1.0
"9.5919,-82.4755",1,5.0
"40.2947,-43.9269",1,5.0
"17.1353,174.9952",1,3.0
"-76.2826,-73.9938",1,
"-4.7778,131.4085",1,5.0
"4.8801,63.6426",1,1.0
"50.6890,-174.4759",1,1.0
"38.2673,50.9366",1,3.0
"17.4871,104.4611",1,4.0
"-49.5165,147.3834",1,1.0
"29.6455,159.5938",1,4.0
"-50.6463,68.1176",1,4.0
"-53.3331,168.2027",1,1.0
"38.0726,-78.1108",1,4.0
"29.4712,-91.9196",1,2.0
"-40.0717,-5.5312",1,3.0
"65.0270,160.6589",1,3.0
"-72.2316,-51.7852",1,1.0
"22.9948,127.5199",1,
"-46.7489,-148.3848",1,2.0
"1.7804,57.1864",1,
"-64.1138,32.0176",1,5.0
"-56.1685,60.9054",1,1.0
"54.9296,171.8353",1,5.0
"-84.8064,176.2816",1,3.0
"-13.6141,164.0989",1,2.0
"-11.2100,100.1255",1,
"13.0403,131.3130",1,2.0
"-63.3331,49.6644",1,4.0
"-35.2443,21.9498",1,5.0
"-44.3230,-123.2184",1,
"-2.2143,88.5677",1,3.0
"-22.7978,66.1709",1,3.0
"81.4121,166.6030",1,1.0
"-37.1421,10.3418",1,2.0
"-3.5004,173.4906",1,5.0
"79.3401,-91.9018",1,2.0
"-73.0235,124.8860",1,5.0
"57.9373,131.5998",1,2.0
"-86.9076,-150.2131",1,5.0
"-36.2722,-125.0572",1,3.0
"-2.0274,-44.8523",1,3.0
"-55.9821,-165.7157",1,3.0
"55.5275,128.8181",1,3.0
"-16.5584,102.7094",1,3.0
"85.2136,-23.2902",1,2.0
"5.2120,-91.7605",1,4.0
"70.1869,-85.7650",1,3.0
"6.1639,-18.0353",1,4.0
"49.9050,-144.3663",1,5.0
"85.4064,142.0794",1,4.0
"-9.3924,5.4998",1,5.0
"75.4060,-150.2892",1,
"-40.0812,-50.5822",1,2.0
"-63.0911,173.3478",1,2.0
"62.9655,20.6961",1,1.0
"-73.6980,-116.0412",1,4.0
"-7.7707,137.8021",1,2.0
"7.9488,-8.8066",1,3.0
"-26.3902,-21.4306",1,
"38.2844,-113.5102",1,2.0
"39.0706,116.8219",1,2.0
"-21.1254,139.2885",1,3.0
"-10.5840,-169.3723",1,1.0
"-44.7686,121.8383",1,
"-52.1927,108.0362",1,3.0
"40.9135,0.3152",1,4.0
"77.6946,-67.5157",1,4.0
"-75.0554,-122.7588",1,1.0
"59.6881,-172.8339",1,2.0
"-70.7868,62.4558",1,3.0
"3.3516,58.5241",1,4.0
"-80.0934,29.5530",1,5.0
"-63.5451,166.8106",1,5.0
"-5.1557,-67.7906",1,5.0
"-35.1434,-35.0215",1,4.0
"69.6120,47.7756",1,4.0
"62.6133,109.6339",1,1.0
"-8.1084,-39.5662",1,1.0
"-6.8122,-145.6249",1,5.0
"-5.3094,-23.8679",1,
"-86.9461,-157.0490",1,4.0
"-48.3100,117.9778",1,3.0
"8.9406,98.7382",1,2.0
"53.6721,53.5262",1,4.0
"-34.3341,95.6333",1,1.0
"-30.4361,-31.3778",1,4.0
"31.3458,17.3502",1,2.0
"-42.0839,82.0044",1,5.0
"-56.6430,-59.7094",1,3.0
"-74.1797,-43.8941",1,5.0
"-87.6031,141.4300",1,4.0
"-32.3381,-96.1607",1,1.0
"-61.8380,56.2074",1,1.0
"39.4844,139.5025",1,2.0
"-55.2385,97.4919",1,1.0
"84.3996,161.0990",1,5.0
"-43.3764,40.8440",1,3.0
"-43.3745,-35.4831",1,5.0
"67.8451,-90.4060",1,1.0
"-15.3232,-159.4808",1,1.0
"13.3411,-117.2197",1,
"-88.1979,139.7993",1,3.0
"79.6719,2.1318",1,1.0
"43.8773,158.6275",1,4.0
"43.6161,-98.1530",1,2.0
"-37.3515,132.7940",1,2.0
"-51.6694,-35.2497",1,5.0
"56.7441,-178.9872",1,2.0
"43.3153,147.9534",1,2.0
"-56.6980,98.1317",1,2.0
"78.1194,-107.5193",1,2.0
"-81.8783,124.8497",1,1.0
"-33.3777,103.5575",1,3.0
"-13.8794,-3.3971",1,3.0
"26.2330,-137.4298",1,2.0
"15.9346,-65.0469",1,5.0
"-41.0470,-24.2332",1,1.0
"61.8176,173.0731",1,3.0
"24.6344,70.7485",1,5.0
"9.6979,140.6092",1,3.0
"14.0303,85.5997",1,3.0
"43.0458,146.7030",1,2.0
"-5.8132,149.8438",1,1.0
"-77.0117,172.1487",1,1.0
"-1.3091,31.6382",1,4.0
"5.8578,-131.5569",1,
"-44.6566,85.7956",1,4.0
"52.6746,69.7889",1,3.0
"20.0774,40.7083",1,3.0
"-47.5476,171.4423",1,1.0
"-38.9886,20.3070",1,
"71.1423,34.0289",1,2.0
"28.1545,-133.6988",1,2.0
"46.1160,157.1002",1,2.0
"-61.7205,23.4734",1,5.0
"33.2076,-138.5387",1,3.0
"33.2414,42.7864",1,2.0
"9.9564,33.3437",1,5.0
"-9.4886,56.4181",1,5.0
"-72.3547,178.0052",1,5.0
"-65.1644,58.0604",1,5.0
"-78.6632,-155.4678",1,3.0
"23.4541,-114.1217",1,5.0
"-1.2543,170.7648",1,5.0
"83.8725,-116.8457",1,1.0
"-0.6430,-116.0994",1,4.0
"86.0845,78.7677",1,
"-55.5119,-171.5765",1,2.0
"17.7505,-62.2343",1,4.0
"-37.0548,34.6862",1,4.0
"17.3222,169.7218",1,4.0
"29.9384,-26.0389",1,1.0
"-68.7711,-129.6922",1,5.0
"-53.1504,-67.7207",1,3.0
"-54.0127,-160.8242",1,1.0
"79.7825,-173.8070",1,2.0
"18.8865,94.5914",1,5.0
"15.3929,140.2291",1,3.0
"67.4905,-106.8099",1,5.0
"-20.8360,170.4253",1,3.0
"81.9133,151.6969",1,3.0
"-66.8791,-135.4676",1,5.0
"-86.9373,12.7674",1,2.0
"-85.5167,-68.7344",1,2.0
"-87.9850,85.5164",1,4.0
"-71.2565,-12.6157",1,
"10.8756,-96.3601",1,1.0
"3.5945,-50.6120",1,2.0
"-50.3945,115.9995",1,3.0
"28.8440,47.6443",1,1.0
"-59.8869,-21.7655",1,3.0
"-24.6373,-116.9231",1,3.0
"-0.8651,-161.6541",1,3.0
"-56.2379,-36.8965",1,3.0
"56.6591,176.4629",1,3.0
"60.6606,-47.3820",1,3.0
"70.6646,134.4331",1,5.0
"-18.7088,-79.6921",1,1.0
"1.4050,-40.7248",1,3.0
"-48.8390,-43.8928",1,1.0
"-11.0978,94.4442",1,1.0
"57.5370,170.0400",1,1.0
"-46.1530,-14.7499",1,2.0
"62.6874,-165.3992",1,
"78.5342,130.5325",1,4.0
"-89.5784,-124.9428",1,3.0
"49.2693,-72.2716",1,5.0
"-17.4527,87.2150",1,1.0
"-46.9739,97.9595",1,3.0
"-64.1790,59.9069",1,1.0
"77.3976,153.2168",1,5.0
"-59.7550,72.7353",1,4.0
"-28.4693,-85.1237",1,2.0
"31.9632,55.8439",1,5.0
"-35.9731,-175.0307",1,2.0
"-15.0872,0.3067",1,3.0
"-13.4132,169.0086",1,1.0
"19.3480,73.9470",1,3.0
"-81.6726,-88.7658",1,1.0
"-68.2281,101.8679",1,1.0
"50.1857,-11.0623",1,4.0
"-85.7835,78.5072",1,3.0
"-66.8942,89.3811",1,
"-65.7628,-109.8610",1,5.0
"-51.2906,112.7240",1,1.0
"-30.9173,-30.1625",1,1.0
"-60.0225,152.4219",1,2.0
"-25.9821,85.9282",1,3.0
"-87.6751,151.0529",1,3.0
"-5.6131,-141.7875",1,5.0
"52.3833,-146.9848",1,5.0
"31.3826,-38.9270",1,4.0
"75.1491,100.8428",1,3.0
"87.6098,-21.3124",1,1.0
"-82.0971,-16.0206",1,5.0
"-17.0946,72.9084",1,
"-24.3118,135.1691",1,4.0
"75.0095,171.5364",1,
"-8.3007,70.5672",1,5.0
"-82.7610,102.2839",1,3.0
"-72.0376,39.1780",1,5.0
"-20.2976,-40.5956",1,5.0
"-11.4910,12.6579",1,2.0
"-89.5974,102.1962",1,4.0
"29.5424,-104.6782",1,2.0
"48.8900,-23.0564",1,1.0
"-47.6733,5.4779",1,3.0
"79.1686,163.8267",1,1.0
"83.4005,-13.2156",1,3.0
"-5.7646,100.3571",1,
"-40.3371,-172.1177",1,5.0
"42.3862,132.0239",1,3.0
"74.0933,-144.1534",1,4.0
"-77.3305,110.8037",1,1.0
"87.0543,71.1933",1,3.0
"88.6042,48.9575",1,2.0
"-14.4221,-179.0488",1,1.0
"66.6781,-127.5064",1,5.0
"10.6308,177.0522",1,3.0
"-59.1113,-87.7718",1,1.0
"33.1343,-27.1996",1,
"-66.5807,127.2755",1,
"-62.3210,-153.6386",1,2.0
"-2.5248,-159.3068",1,1.0
"61.1468,135.5188",1,5.0
"-79.3905,-47.4028",1,4.0
"60.8112,-139.9585",1,2.0
"-0.1169,177.0448",1,2.0
